AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.153526971,0,0.262162162,0,1.369565217,0.800711744,0,1.647058824,2.373493976,0.501522962,0.404761905,0.777490632,0.25,0,1.894117647,0.381818182,0.321428572
