AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.77120793,0,0.262162162,0,1.366166798,0.846096251,0.035928144,5.521609953,2.325130285,0.700775162,1.023809524,0.90699897,2.208333333,0.120833333,3.831894707,0.901615052,59.41071429
